heart_rate,sdnn,rmssd,pnn50,hrv_range,num_peaks,filename,record_id
59.5873948457738,365.3752568438077,491.91814466700816,89.49579831932773,1768.0,477,bidmc20.dat,bidmc20
74.48213599050374,399.85180376638203,545.58908862406,78.95622895622895,1608.0,595,bidmc21.dat,bidmc21
53.40219625933912,413.8516479815717,591.2877113952723,94.83568075117371,1904.0,427,bidmc22.dat,bidmc22
63.19907709284245,99.87355951980715,137.87873197709044,10.119047619047619,1560.0,505,bidmc23.dat,bidmc23
95.58688426010991,92.99431252030973,117.80922342227531,61.33682830930537,824.0,764,bidmc24.dat,bidmc24
34.198526832690284,499.8879062853796,839.2698507351143,98.16849816849816,2432.0,274,bidmc25.dat,bidmc25
42.64000133772553,524.1468987677874,757.9010294896524,95.0,3440.0,341,bidmc26.dat,bidmc26
45.401190576004026,431.00211548329753,593.1944406722339,86.14958448753463,2936.0,362,bidmc27.dat,bidmc27
58.44677079500987,246.33072900042575,312.6299678120982,83.2618025751073,1544.0,467,bidmc28.dat,bidmc28
54.539527574850794,340.22708367905415,479.66055586000215,93.79310344827586,1688.0,436,bidmc29.dat,bidmc29
41.59684986595174,339.8620764558182,461.02852077685714,86.404833836858,1568.0,332,bidmc30.dat,bidmc30
68.57271800357698,316.6689366695238,400.0865840355994,78.24497257769653,1800.0,548,bidmc31.dat,bidmc31
60.55869470727875,322.36777475120897,427.61024639451375,97.72256728778468,1128.0,484,bidmc32.dat,bidmc32
42.32972097450198,358.13745432334923,481.53463874222524,93.19526627218934,2160.0,339,bidmc33.dat,bidmc33
36.08721075933506,336.35254758278865,437.76410047593583,94.09722222222221,2120.0,289,bidmc34.dat,bidmc34
51.842452373399226,197.02351874176028,251.74952000598643,68.84057971014492,1504.0,415,bidmc35.dat,bidmc35
62.88310256710036,311.11626711151285,443.65745359200776,92.43027888446214,1760.0,503,bidmc36.dat,bidmc36
57.56716168863674,395.2249351171739,555.9400917553213,86.30434782608695,1880.0,461,bidmc37.dat,bidmc37
49.5037096450772,341.746814400691,454.6171926777215,89.36708860759494,2320.0,396,bidmc38.dat,bidmc38
75.38443557677859,91.32611214068704,157.51413321686903,24.086378737541526,504.0,603,bidmc39.dat,bidmc39
47.33599372192817,463.35609757059063,587.3910486480282,93.65079365079364,2200.0,379,bidmc40.dat,bidmc40
57.356337226814816,399.71508490791336,553.2506807853684,91.02844638949672,1896.0,458,bidmc41.dat,bidmc41
84.43269567537818,40.834048462705674,42.868095251648995,3.4074074074074074,328.0,676,bidmc42.dat,bidmc42
70.3872551475377,270.3641195374644,343.6350092872423,84.34163701067615,1320.0,563,bidmc43.dat,bidmc43
86.205458427866,313.8247407946833,392.88769920429746,6.966618287373004,7456.0,690,bidmc44.dat,bidmc44
63.79192219641395,259.7308624408605,340.1568883051133,81.72888015717092,1520.0,510,bidmc45.dat,bidmc45
106.55614544726035,23.298125996482575,34.17215929068919,2.82021151586369,688.0,852,bidmc46.dat,bidmc46
44.855256985860755,163.58563370541532,213.94024157762405,61.34453781512605,1336.0,358,bidmc47.dat,bidmc47
57.095158597662774,360.11051277304375,487.1336572235591,84.86842105263158,3184.0,457,bidmc48.dat,bidmc48
65.17822888692432,347.9423276015496,485.0719217093164,74.28023032629558,1720.0,522,bidmc49.dat,bidmc49
76.04483346139712,65.96817862520223,101.38629847347133,50.41186161449753,1176.0,608,bidmc50.dat,bidmc50
43.8266967192587,434.44666190548213,507.4856498599281,87.42857142857143,1552.0,351,bidmc51.dat,bidmc51
115.08055638947262,7.629987599927489,10.601907151815315,0.32608695652173914,80.0,921,bidmc52.dat,bidmc52
70.8078263915531,323.9294818799001,454.48454903300564,89.75265017667844,1680.0,567,bidmc53.dat,bidmc53
